,filename,width,height,n_channels
644,fennekin.png,120,120,3
645,metang.png,120,120,3
646,donphan.png,120,120,3
647,jynx.png,120,120,3
648,yamask.png,120,120,3
649,druddigon.png,120,120,3
650,kabuto.png,120,120,3
651,magmar.png,120,120,3
652,swoobat.png,120,120,3
653,braviary.png,120,120,3
654,charmander.png,120,120,3
655,lombre.png,120,120,3
656,durant.png,120,120,3
657,golem.png,120,120,3
658,sunkern.png,120,120,3
659,dewott.png,120,120,3
660,croconaw.png,120,120,3
661,cobalion.png,120,120,3
662,pansage.png,120,120,3
663,deino.png,120,120,3
664,spewpa.png,120,120,3
665,floette.png,120,120,3
666,combee.png,120,120,3
667,cofagrigus.png,120,120,3
668,furfrou.png,120,120,3
669,furret.png,120,120,3
670,clefable.png,120,120,3
671,wailmer.png,120,120,3
672,grumpig.png,120,120,3
673,charmeleon.png,120,120,3
674,phantump.png,120,120,3
675,venomoth.png,120,120,3
676,natu.png,120,120,3
677,simisear.png,120,120,3
678,blissey.png,120,120,3
679,spritzee.png,120,120,3
680,virizion.png,120,120,3
681,scolipede.png,120,120,3
682,mamoswine.png,120,120,3
683,kirlia.png,120,120,3
684,omastar.png,120,120,3
685,steelix.png,120,120,3
686,rotom.png,120,120,3
687,hoothoot.png,120,120,3
688,karrablast.png,120,120,3
689,torkoal.png,120,120,3
690,victini.png,120,120,3
691,cloyster.png,120,120,3
692,relicanth.png,120,120,3
693,wynaut.png,120,120,3
694,zorua.png,120,120,3
695,timburr.png,120,120,3
696,drifblim.png,120,120,3
697,altaria.png,120,120,3
698,cradily.png,120,120,3
699,mudkip.png,120,120,3
700,shellder.png,120,120,3
701,jumpluff.png,120,120,3
702,trubbish.png,120,120,3
703,beautifly.png,120,120,3
704,bagon.png,120,120,3
705,marshtomp.png,120,120,3
706,uxie.png,120,120,3
707,suicune.png,120,120,3
708,sudowoodo.png,120,120,3
709,bergmite.png,120,120,3
710,lanturn.png,120,120,3
711,kingler.png,120,120,3
712,shroomish.png,120,120,3
713,gligar.png,120,120,3
714,roselia.png,120,120,3
715,bonsly.png,120,120,3
716,combusken.png,120,120,3
717,slowpoke.png,120,120,3
718,floatzel.png,120,120,3
719,latios.png,120,120,3
720,mew.png,120,120,3
721,ekans.png,120,120,3
